1032	2283
1033	2480
1034	837
1035	2075
1036	2268
1037	1470
1038	2193
1039	2397
1040	1228
1041	2140
1042	1926
1043	1698
1044	2025
1045	2709
1046	1169
1047	1903
1048	1549
1049	1687
1050	2097
1051	2209
1052	1113
1053	1636
1054	1655
1055	1496
1056	2182
1057	2601
1058	1466
1059	1617
1060	1621
1061	1047
1062	2203
1063	2036
1064	1473
1065	1862
1066	1781
1067	907
1068	1879
1069	2040
1070	1707
1071	1592
1072	1569
1073	871
1074	1630
1075	1540
1076	1720
1077	1678
1078	1447
1079	1040
1080	1597
1081	1534
1082	1506
1083	1697
1084	1549
1085	1211
1086	1812
1087	1595
1088	2056
1089	1856
1090	1718
1091	1153
1092	1571
1093	1911
1094	1947
1095	1693
1096	1374
1097	1842
1098	1647
1099	1790
1100	1871
1101	1642
1102	993
1103	1880
1104	1715
1105	1917
1106	1883
1107	1356
1108	873
1109	1898
1110	1783
1111	1808
1112	1820
1113	1539
1114	1138
1115	1908
1116	1691
1117	1500
1118	1724
1119	1670
1120	1240
1121	1851
1122	1582
1123	1599
1124	1560
1125	1715
1126	1223
1127	1673
1128	1916
1129	1840
1130	1735
1131	1517
1132	1148
1133	1514
1134	2009
1135	1759
1136	1528
1137	1469
1138	1256
1139	1718
1140	2016
1141	1732
1142	1620
1143	1513
1144	1436
1145	1719
1146	2049
1147	1775
1148	1479
1149	1570
1150	1574
1151	1681
1152	1796
1153	1655
1154	1594
1155	1548
1156	1498
1157	1650
1158	1664
1159	1710
1160	1593
1161	1529
1162	1472
1163	1526
1164	2471
1165	2335
1166	2941
1167	1412
1168	3255
1169	2327
1170	2358
1171	1937
1172	2228
1173	839
1174	2188
1175	2108
1176	1910
1177	1527
1178	1377
1179	798
1180	1571
1181	1620
1182	1758
1183	1934
1184	1689
1185	982
1186	1405
1187	1951
1188	1740
1189	1682
1190	1601
1191	1148
1192	1487
1193	1551
1194	1673
1195	1604
1196	1823
1197	1520
1198	1645
1199	1408
1200	1710
1201	1798
1202	1904
1203	1707
1204	1540
1205	1663
1206	1660
1207	1860
1208	1782
1209	1735
1210	1515
1211	1547
1212	1687
1213	1679
1214	1559
1215	1680
1216	1800
1217	1790
1218	1356
1219	1707
1220	1673
1221	1685
1222	1709
1223	1774
1224	1601
1225	1690
1226	1666
1227	1608
1228	1601
1229	1681
1230	1773
1231	1773
1232	1646
1233	1606
1234	1720
1235	1682
1236	1602
1237	1665
1238	1598
1239	1656
1240	1740
1241	1747
1242	1764
1243	1597
1244	1631
1245	1684
1246	1592
1247	1743
1248	1615
1249	1703
1250	1945
1251	1380
1252	1677
1253	1895
1254	1832
1255	1581
1256	1665
1257	1361
1258	1601
1259	1789
1260	1655
1261	1630
1262	1599
1263	1386
1264	1548
1265	1844
1266	2425
1267	1936
1268	1520
1269	1451
1270	1590
1271	1543
1272	2940
1273	2120
1274	2082
1275	1463
1276	1362
1277	1609
1278	2433
1279	2041
1280	2022
1281	1560
1282	1498
1283	1437
1284	2642
1285	1800
1286	1708
1287	1568
1288	1674
1289	1863
1290	2506
1291	1844
1292	1579
1293	1613
1294	1645
1295	1530
1296	2226
1297	2359
1298	1618
1299	1688
1300	1698
1301	2103
1302	2010
1303	2518
1304	1763
1305	2135
1306	1607
1307	2160
