,date,cnt,brand_fill
0,1082.0,137.5331393940366,2
1,1083.0,228.53160281525197,2
2,1084.0,0.13982747502814852,0
4,1085.0,293.96663110622933,2
5,1086.0,296.71647978641744,2
6,1087.0,207.2227794695261,2
7,1088.0,177.63762614356358,2
8,1089.0,169.57801080956764,2
9,1090.0,0.09699555477078992,0
10,1091.0,20.0,0
11,1092.0,169.89939192136012,2
12,1093.0,226.49240753016156,2
13,1094.0,218.67950799456952,2
14,1095.0,147.56887777494813,2
15,1096.0,185.0264142929143,2
16,1097.0,82.80676708986614,2
17,1098.0,20.0,0
18,1099.0,256.9105631489479,2
19,1100.0,271.05575753620826,2
20,1101.0,309.66504258846055,2
21,1102.0,225.70738755295702,2
22,1103.0,245.6375734934744,2
23,1104.0,0.046687785532150805,0
26,1105.0,528.8636868130751,2
27,1106.0,377.9645635838164,2
28,1107.0,271.07580611360896,2
29,1108.0,285.08724148470236,2
30,1109.0,155.6132194164041,2
31,1110.0,20.0,0
32,1111.0,374.0793311461752,2
33,1112.0,396.0489715932542,2
34,1113.0,330.22637909922054,2
35,1114.0,161.17899725223094,2
36,1115.0,194.38153019480615,2
37,1116.0,114.00519848076574,2
39,1117.0,197.39967375971722,2
40,1118.0,317.76388542028843,2
41,1119.0,199.39307892971172,2
42,1120.0,185.30272400338168,2
43,1121.0,205.47691959444674,2
44,1122.0,56.2458072102306,2
46,1123.0,203.3431839955237,2
47,1124.0,456.50827680404035,2
48,1125.0,253.63727418751026,2
49,1126.0,228.47147196305417,2
50,1127.0,232.58867122670847,2
51,1128.0,60.29214028002067,2
53,1129.0,376.3117791069712,2
54,1130.0,345.0484218956116,2
55,1131.0,169.9575864246881,2
56,1132.0,149.70255750641132,2
57,1133.0,135.61300062741282,2
58,1134.0,90.45004319214938,2
60,1135.0,172.42838219183162,2
61,1136.0,160.06737752429817,2
62,1137.0,198.92350069943063,2
63,1138.0,20.0,0
64,1139.0,20.0,0
66,1140.0,139.1223592054427,2
67,1141.0,264.80190301335085,2
68,1142.0,256.6728186022446,2
69,1143.0,124.41404691736808,2
70,1144.0,130.22371612490275,2
71,1145.0,151.3200228888177,2
72,1146.0,43.60654535286998,2
73,1147.0,20.0,0
74,1148.0,167.22283166634134,2
75,1149.0,323.0611712370778,2
76,1150.0,194.55774729544365,2
77,1151.0,177.0245061258453,2
78,1152.0,163.16952860778696,2
79,1153.0,45.038370937777344,2
80,1154.0,20.0,0
81,1155.0,221.38778766952925,2
82,1156.0,332.1631834214818,2
83,1157.0,246.8960752890211,2
84,1158.0,261.06882465974513,2
85,1159.0,155.2144578339246,2
86,1160.0,94.44478591938834,2
87,1161.0,20.0,0
88,1162.0,235.21172135605323,2
89,1163.0,213.3851847219581,2
90,1164.0,187.53621947758361,2
91,1165.0,167.60440414050706,2
92,1166.0,176.0392809536618,2
93,1167.0,0.008115290390547925,0
95,1168.0,259.59678677940536,2
96,1169.0,288.2740137776394,2
97,1170.0,169.2113679719651,2
98,1171.0,138.6288256812247,2
99,1172.0,147.13617027606858,2
100,1173.0,44.97727455310419,2
102,1174.0,173.85216248373726,2
103,1175.0,278.61198258008994,2
104,1176.0,176.32874354368212,2
105,1177.0,207.87233443265416,2
106,1178.0,220.11879069427414,2
