,date,cnt,brand_fill
0,1082.0,271.25678210745804,7
1,1083.0,241.7434004228247,7
2,1084.0,62.50963979406935,7
4,1085.0,261.2998938242763,7
5,1086.0,261.4437144964716,7
6,1087.0,274.8345013766913,7
7,1088.0,222.6691205907398,7
8,1089.0,263.74573348719383,7
9,1090.0,85.60653155244208,7
10,1091.0,20.0,0
11,1092.0,279.73101074679045,7
12,1093.0,337.52080790248385,7
13,1094.0,349.8999688042875,7
14,1095.0,215.84367356982455,7
15,1096.0,340.34342334332456,7
16,1097.0,119.18529494186835,7
17,1098.0,0.06109103909193725,0
18,1099.0,276.5870251926003,7
19,1100.0,417.8395957329527,7
20,1101.0,400.37487217847644,7
21,1102.0,295.2993082611802,7
22,1103.0,295.4217721389634,7
23,1104.0,38.77863437936157,7
26,1105.0,277.42465208211246,7
27,1106.0,221.4086351444326,7
28,1107.0,299.91494406834846,7
29,1108.0,286.5815492127487,7
30,1109.0,205.91989854812215,7
31,1110.0,20.0,0
32,1111.0,342.84160156365596,7
33,1112.0,358.96224520478904,7
34,1113.0,318.09762444953384,7
35,1114.0,248.27933494478037,7
36,1115.0,276.9928404318191,7
37,1116.0,66.00471211817627,7
39,1117.0,318.5770573714199,7
40,1118.0,304.83670815021014,7
41,1119.0,342.4204478745433,7
42,1120.0,310.66828125681513,7
43,1121.0,281.938376090469,7
44,1122.0,136.36367897381137,7
46,1123.0,273.61805751996377,7
47,1124.0,266.87495190332265,7
48,1125.0,249.17796269034855,7
49,1126.0,339.06997849848045,7
50,1127.0,339.0441515788792,7
51,1128.0,93.44718839218835,7
53,1129.0,321.65546365651556,7
54,1130.0,280.6854764234911,7
55,1131.0,264.5574403322176,7
56,1132.0,272.8849860260483,7
57,1133.0,292.5404787029679,7
58,1134.0,106.50628054965698,7
60,1135.0,285.96660666246,7
61,1136.0,445.41670288372273,7
62,1137.0,276.14960867286584,7
63,1138.0,20.0,0
64,1139.0,20.0,0
66,1140.0,234.10926255866852,7
