,date,cnt,brand_fill
0,1250.0,374.9120497417829,3.0
1,1251.0,248.33828624288674,3.0
2,1252.0,306.61373999302873,3.0
3,1253.0,154.7990934812958,3.0
4,1254.0,20.0,0.0
5,1255.0,343.0202023737881,3.0
6,1256.0,410.99464157955987,3.0
7,1257.0,308.73672476897286,3.0
8,1258.0,219.14959745896343,3.0
9,1259.0,219.63143594206906,3.0
10,1260.0,106.63146268573031,3.0
12,1261.0,367.519820534474,3.0
13,1262.0,403.5079274224348,3.0
14,1263.0,251.20563843989962,3.0
15,1264.0,148.69475221247407,3.0
16,1265.0,283.4109312179548,3.0
17,1266.0,183.83636862798863,3.0
18,1267.0,0.07903864361074753,0.0
19,1268.0,385.6398630314505,3.0
20,1269.0,388.49208495706625,3.0
21,1270.0,236.86006539222814,3.0
22,1271.0,180.95697489251967,3.0
23,1272.0,240.9903094372459,3.0
24,1273.0,189.83932880748205,3.0
26,1274.0,326.5546340444644,3.0
27,1275.0,371.564516600039,3.0
28,1276.0,240.46569522810486,3.0
29,1277.0,246.3200118636469,3.0
30,1278.0,293.6375907875383,3.0
31,1279.0,162.4388883166539,3.0
32,1280.0,0.25574060343765637,0.0
33,1281.0,356.49445813354504,3.0
34,1282.0,403.54252900276754,3.0
35,1283.0,332.0426203967682,3.0
36,1284.0,229.6424221051258,3.0
37,1285.0,242.28261882245127,3.0
38,1286.0,0.3972123224609194,0.0
39,1287.0,0.07658684287296369,0.0
40,1288.0,380.34998092251465,3.0
41,1289.0,335.76112306624645,3.0
42,1290.0,242.23099950850363,3.0
43,1291.0,221.52066824522836,3.0
44,1292.0,280.6084481216317,3.0
45,1293.0,119.1761776124111,3.0
47,1294.0,543.8911367948939,3.0
48,1295.0,534.1771963933787,3.0
49,1296.0,320.45606616811983,3.0
50,1297.0,213.17599981079047,3.0
51,1298.0,309.18236790120096,3.0
52,1299.0,209.3576134849817,3.0
54,1300.0,441.8374167006003,3.0
55,1301.0,512.743196545276,3.0
56,1302.0,432.625564581941,3.0
57,1303.0,327.63846797118157,3.0
58,1304.0,352.6083947019914,3.0
59,1305.0,194.38580174884447,3.0
60,1306.0,0.23294639236026926,0.0
61,1307.0,454.86378881478396,3.0
62,1308.0,516.5843528543367,3.0
63,1309.0,310.1633787585261,3.0
64,1310.0,342.44492522508443,3.0
65,1311.0,480.4372387782932,3.0
66,1312.0,124.03791278916871,3.0
67,1313.0,0.14821490500836298,0.0
68,1314.0,530.4703817191214,3.0
69,1315.0,404.48413073900235,3.0
70,1316.0,287.26569278930316,3.0
71,1317.0,306.7055034151333,3.0
72,1318.0,328.1258708183786,3.0
73,1319.0,179.338848468669,3.0
74,1320.0,0.14095816983040277,0.0
75,1321.0,491.5628125845541,3.0
76,1322.0,404.99641127029383,3.0
77,1323.0,417.39378773379644,3.0
78,1324.0,265.8142318750288,3.0
79,1325.0,234.18819758620572,3.0
80,1326.0,20.0,0.0
81,1327.0,0.35318469673412256,0.0
82,1328.0,0.3652249775504979,0.0
83,1329.0,511.60961749200567,3.0
84,1330.0,467.2907741646443,3.0
85,1331.0,459.2287458179354,3.0
86,1332.0,480.6827284563871,3.0
87,1333.0,252.0607926260835,3.0
89,1334.0,495.27049013961334,3.0
90,1335.0,490.6982862300115,3.0
91,1336.0,374.32666687911865,3.0
92,1337.0,207.2141171709619,3.0
93,1338.0,243.77714869196578,3.0
94,1339.0,112.37569397406868,3.0
95,1340.0,0.23705441616046063,0.0
96,1341.0,351.56345749421536,3.0
97,1342.0,363.73924884264164,3.0
98,1343.0,317.94914598038235,3.0
99,1344.0,209.11373430763328,3.0
100,1345.0,278.21673526984694,3.0
101,1346.0,58.626758721901226,3.0
102,1347.0,165.24882692805005,3.0
103,1348.0,398.6880780152388,3.0
104,1349.0,406.51375561473475,3.0
105,1350.0,294.31587774460155,3.0
106,1351.0,127.46101749967576,3.0
113,1352.0,20.0,0.0
114,1353.0,244.58538604772198,3.0
115,1354.0,383.94542644412377,3.0
116,1355.0,0.0013449165533865326,0.0
117,1356.0,461.48470713560323,3.0
118,1357.0,294.5772579857835,3.0
119,1358.0,208.4213776248309,3.0
120,1359.0,140.6058619134181,3.0
121,1360.0,125.79024394154763,3.0
122,1361.0,93.4198927701701,3.0
123,1362.0,20.0,0.0
124,1363.0,107.54415129446562,3.0
125,1364.0,174.42851568206697,3.0
126,1365.0,121.7694720609517,3.0
127,1366.0,109.44040628827675,3.0
128,1367.0,207.25361005721467,3.0
129,1368.0,54.03408219226984,3.0
130,1369.0,20.0,0.0
131,1370.0,245.5054630249515,3.0
132,1371.0,216.92348437256067,3.0
133,1372.0,227.30765355313943,3.0
134,1373.0,200.82873155874566,3.0
135,1374.0,228.5363754303348,3.0
136,1375.0,112.43494286722479,3.0
137,1376.0,20.0,0.0
138,1377.0,292.9061943197577,3.0
139,1378.0,305.8405431646632,3.0
140,1379.0,248.19093028457522,3.0
141,1380.0,178.77143299952687,3.0
142,1381.0,313.85166952163286,3.0
143,1382.0,140.86907021379918,3.0
144,1383.0,0.14811556157850347,0.0
145,1384.0,327.84883301538554,3.0
146,1385.0,291.6071933421318,3.0
147,1386.0,268.06775515561725,3.0
148,1387.0,143.4250149043848,3.0
149,1388.0,246.08479372415684,3.0
150,1389.0,61.641117195943295,3.0
152,1390.0,298.99667143005655,3.0
153,1391.0,261.7386982256329,3.0
154,1392.0,281.9950537115014,3.0
155,1393.0,190.21544660486,3.0
156,1394.0,233.20068054169312,3.0
157,1395.0,104.1160065376019,3.0
158,1396.0,0.46498839433623673,0.0
159,1397.0,307.0763534144,3.0
160,1398.0,306.3156607142711,3.0
161,1399.0,382.4104913811913,3.0
162,1400.0,183.1912389355708,3.0
163,1401.0,176.874100157638,3.0
164,1402.0,114.79701348783011,3.0
166,1403.0,284.3215900285366,3.0
167,1404.0,325.03062941196424,3.0
168,1405.0,304.58453387417245,3.0
169,1406.0,210.67644845452006,3.0
170,1407.0,242.540002641865,3.0
171,1408.0,283.43054837943686,3.0
172,1409.0,0.2191347817751681,0.0
173,1410.0,20.0,0.0
175,1411.0,244.99560996839807,3.0
176,1412.0,135.99435416221306,3.0
177,1413.0,206.58791130057608,3.0
178,1414.0,133.00220239749575,3.0
179,1415.0,44.343360569265144,3.0
180,1416.0,295.29358527948165,3.0
181,1417.0,244.32641146746434,3.0
182,1418.0,270.35017396190096,3.0
183,1419.0,161.2097578589069,3.0
184,1420.0,168.19792783710702,3.0
185,1421.0,123.73517944142576,3.0
187,1422.0,314.2830705107993,3.0
188,1423.0,249.72414826004876,3.0
189,1424.0,288.9173249786652,3.0
190,1425.0,134.13645672229046,3.0
191,1426.0,167.15958319921273,3.0
192,1427.0,62.015933506731784,3.0
193,1428.0,20.0,0.0
194,1429.0,271.1464503875394,3.0
195,1430.0,243.11116247006586,3.0
196,1431.0,255.4015006475086,3.0
197,1432.0,187.32007536903149,3.0
198,1433.0,281.310575469239,3.0
199,1434.0,52.314024018273855,3.0
200,1435.0,0.08706699283428998,0.0
201,1436.0,46.3450758588773,3.0
202,1437.0,493.7966163463673,3.0
203,1438.0,364.5413510331527,3.0
204,1439.0,298.94797145612114,3.0
205,1440.0,426.9557801838743,3.0
206,1441.0,244.4358595687242,3.0
207,1442.0,0.12167736444800914,0.0
208,1443.0,373.30957206317333,3.0
209,1444.0,276.58646050658194,3.0
210,1445.0,139.91475214176978,3.0
211,1446.0,157.18341065013288,3.0
212,1447.0,235.93242291439668,3.0
213,1448.0,132.0924509305037,3.0
215,1449.0,0.024433437119975476,0.0
216,1450.0,297.8397150619915,3.0
217,1451.0,245.36975330989685,3.0
218,1452.0,171.5403954683201,3.0
219,1453.0,271.26099174228926,3.0
220,1454.0,109.85291184545345,3.0
221,1455.0,0.1996622720421437,0.0
222,1456.0,309.6698518796725,3.0
223,1457.0,209.86138507672817,3.0
224,1458.0,168.72226360122323,3.0
225,1459.0,202.73845424152896,3.0
226,1460.0,313.0208782303665,3.0
227,1461.0,285.2786108862942,3.0
228,1462.0,0.17827489813488362,0.0
229,1463.0,20.0,0.0
230,1464.0,68.83881496695254,3.0
231,1465.0,316.39470206208694,3.0
232,1466.0,157.04982903637026,3.0
233,1467.0,196.2978728557472,3.0
234,1468.0,152.70681700736702,3.0
236,1469.0,263.2784741362799,3.0
237,1470.0,298.2601079719877,3.0
238,1471.0,230.3474208760265,3.0
239,1472.0,161.97726923169384,3.0
240,1473.0,235.31348020742968,3.0
241,1474.0,121.80035595737782,3.0
242,1475.0,40.89625259922008,3.0
243,1476.0,221.2262978889945,3.0
244,1477.0,242.111179877458,3.0
245,1478.0,180.44129492999593,3.0
246,1479.0,123.66976233586854,3.0
247,1480.0,249.59394887745478,3.0
248,1481.0,102.40450871644582,3.0
249,1482.0,20.0,0.0
250,1483.0,309.5717773925824,3.0
251,1484.0,317.4261278516468,3.0
252,1485.0,210.2582096831584,3.0
253,1486.0,165.1258408195652,3.0
254,1487.0,234.78815373335743,3.0
255,1488.0,136.46758528340433,3.0
256,1489.0,0.06528715367338589,0.0
257,1490.0,297.9157594976508,3.0
258,1491.0,314.1015832719637,3.0
259,1492.0,287.74024328317404,3.0
260,1493.0,164.89038825888062,3.0
