,date,cnt,brand_fill
0,1250.0,644.5800225623912,10.0
1,1251.0,276.2366260555087,10.0
2,1252.0,376.4485844078265,10.0
3,1253.0,171.82629331372164,10.0
4,1254.0,0.8521383264172877,0.0
5,1255.0,508.1003379579431,10.0
6,1256.0,616.4573167774744,10.0
7,1257.0,381.5874038073883,10.0
8,1258.0,261.76404639592795,10.0
9,1259.0,282.2119758877476,10.0
10,1260.0,76.2886121385901,10.0
12,1261.0,382.51788237528905,10.0
13,1262.0,358.5826818374981,10.0
14,1263.0,351.21293976246784,10.0
15,1264.0,217.41238269002307,10.0
16,1265.0,335.1794618700186,10.0
17,1266.0,95.1101417545155,10.0
18,1267.0,0.8521382925341936,0.0
19,1268.0,316.15578350668426,10.0
20,1269.0,438.0209327584543,10.0
21,1270.0,297.5241536076798,10.0
22,1271.0,213.54975343531538,10.0
23,1272.0,252.06483092626712,10.0
24,1273.0,146.63421918519728,10.0
26,1274.0,299.4110447019437,10.0
27,1275.0,353.6767301740849,10.0
28,1276.0,296.57592683103593,10.0
29,1277.0,243.62908144696513,10.0
30,1278.0,347.5165277361799,10.0
31,1279.0,0.8672075049518349,0.0
32,1280.0,0.8520988106425094,0.0
33,1281.0,316.9584717825013,10.0
34,1282.0,295.2044954468824,10.0
35,1283.0,350.14254584387635,10.0
36,1284.0,257.01326594389894,10.0
37,1285.0,265.2367372720212,10.0
38,1286.0,40.09940584760111,10.0
39,1287.0,0.8521382925341936,0.0
40,1288.0,380.74533628431897,10.0
41,1289.0,344.39879219558264,10.0
42,1290.0,266.0366840804462,10.0
43,1291.0,249.8943464937343,10.0
44,1292.0,318.33959000683905,10.0
45,1293.0,58.76793153027392,10.0
47,1294.0,404.9695602481738,10.0
48,1295.0,382.55314698739113,10.0
49,1296.0,349.0132846497984,10.0
50,1297.0,208.4026718939725,10.0
51,1298.0,300.61144734442917,10.0
52,1299.0,146.63421918519728,10.0
54,1300.0,383.4681125931101,10.0
55,1301.0,629.9204452925311,10.0
56,1302.0,395.7644094772899,10.0
57,1303.0,345.71252448290016,10.0
58,1304.0,315.37178555430836,10.0
59,1305.0,148.9914716883788,10.0
60,1306.0,0.8521382925341936,0.0
61,1307.0,382.78931706086894,10.0
62,1308.0,392.50664481300703,10.0
63,1309.0,296.92483117920756,10.0
64,1310.0,307.5081930782377,10.0
65,1311.0,488.4192995501731,10.0
66,1312.0,59.74056500110418,10.0
67,1313.0,0.8521382925341936,0.0
68,1314.0,431.75658457429,10.0
69,1315.0,454.066233966747,10.0
70,1316.0,349.8355455521521,10.0
71,1317.0,350.9924936756127,10.0
72,1318.0,327.07858277670533,10.0
73,1319.0,147.68092832075814,10.0
74,1320.0,0.8521382925341936,0.0
75,1321.0,392.454906585605,10.0
76,1322.0,351.6255124161038,10.0
77,1323.0,417.83875881180273,10.0
78,1324.0,260.0510735527687,10.0
79,1325.0,175.5707085856456,10.0
80,1326.0,0.8521235929692736,0.0
81,1327.0,0.8520988106425094,0.0
82,1328.0,0.8520988106425094,0.0
83,1329.0,642.3758576544665,10.0
84,1330.0,642.9007975502957,10.0
85,1331.0,445.6499921596927,10.0
86,1332.0,595.1701541862524,10.0
87,1333.0,227.36776086507882,10.0
89,1334.0,382.641972559818,10.0
90,1335.0,398.3129692248283,10.0
91,1336.0,377.4775782819208,10.0
92,1337.0,232.51278067167823,10.0
93,1338.0,251.92109587481164,10.0
94,1339.0,0.8672075049518349,0.0
95,1340.0,0.8521382925341936,0.0
96,1341.0,271.4524974983826,10.0
97,1342.0,299.08498961871726,10.0
98,1343.0,345.16298230632697,10.0
99,1344.0,187.47298660632936,10.0
100,1345.0,301.50330408745197,10.0
101,1346.0,56.97714926625131,10.0
102,1347.0,185.94850985582147,10.0
103,1348.0,496.2919269770398,10.0
104,1349.0,429.866492248972,10.0
105,1350.0,351.92766163224667,10.0
106,1351.0,79.35748250322376,10.0
113,1352.0,31.246845315930805,10.0
114,1353.0,273.14714897193096,10.0
115,1354.0,580.9166555651952,10.0
116,1355.0,0.8520988106425094,0.0
117,1356.0,413.8164037670661,10.0
118,1357.0,319.02606529696845,10.0
119,1358.0,270.4969200455061,10.0
120,1359.0,205.2491859212757,10.0
121,1360.0,193.3054697735379,10.0
122,1361.0,74.2765300723598,10.0
123,1362.0,0.8521382925341936,0.0
124,1363.0,174.19303788622884,10.0
125,1364.0,262.62833885635473,10.0
126,1365.0,183.86733884504955,10.0
127,1366.0,167.1812825332096,10.0
128,1367.0,219.0563047263939,10.0
129,1368.0,43.420376918706545,10.0
130,1369.0,0.8520988106425094,0.0
131,1370.0,272.11547309043544,10.0
132,1371.0,249.31189396861913,10.0
133,1372.0,235.84189559088082,10.0
134,1373.0,183.87158813022404,10.0
135,1374.0,209.06903905135465,10.0
136,1375.0,48.56816785750149,10.0
137,1376.0,0.8521382925341936,0.0
138,1377.0,290.169668959031,10.0
139,1378.0,321.88624323916486,10.0
140,1379.0,245.41947634942352,10.0
141,1380.0,193.83279573769,10.0
142,1381.0,225.43992450491012,10.0
143,1382.0,0.85922536682422,0.0
144,1383.0,0.8521382925341936,0.0
145,1384.0,253.94502827074012,10.0
146,1385.0,241.4031342693134,10.0
147,1386.0,242.39550522238136,10.0
148,1387.0,186.54180552026776,10.0
149,1388.0,189.0311524851797,10.0
150,1389.0,47.11396101383446,10.0
152,1390.0,247.2737277162352,10.0
153,1391.0,244.77479014916875,10.0
154,1392.0,216.50584154823076,10.0
155,1393.0,164.24240347409267,10.0
156,1394.0,184.48314527139112,10.0
157,1395.0,47.6226932107974,10.0
158,1396.0,0.85922536682422,0.0
159,1397.0,250.4192446166282,10.0
160,1398.0,279.02450142627714,10.0
161,1399.0,220.70383125642604,10.0
162,1400.0,170.45548106344847,10.0
163,1401.0,192.76591159311099,10.0
164,1402.0,48.89312034342648,10.0
166,1403.0,265.0962395835861,10.0
167,1404.0,280.0619913327286,10.0
168,1405.0,227.56021182621691,10.0
169,1406.0,207.01931381372955,10.0
170,1407.0,204.43172085694502,10.0
171,1408.0,243.6973680578247,10.0
172,1409.0,31.252061718324413,10.0
173,1410.0,0.8521382925341936,0.0
175,1411.0,222.2294225131074,10.0
176,1412.0,172.09699475288116,10.0
177,1413.0,173.28220966163798,10.0
178,1414.0,47.4548778197315,10.0
179,1415.0,0.8521235929692736,0.0
180,1416.0,248.2665036680751,10.0
181,1417.0,240.24438569197008,10.0
182,1418.0,220.16330248692685,10.0
183,1419.0,169.3367245791302,10.0
184,1420.0,177.61815145828467,10.0
185,1421.0,47.227416186129595,10.0
187,1422.0,223.57486253120672,10.0
188,1423.0,238.91931756114343,10.0
189,1424.0,196.5242224115035,10.0
190,1425.0,166.67059854461692,10.0
191,1426.0,188.75867366053245,10.0
192,1427.0,47.741595645934,10.0
193,1428.0,30.315561171836887,10.0
194,1429.0,218.33060859612598,10.0
195,1430.0,240.47357229736588,10.0
196,1431.0,210.5623288135103,10.0
197,1432.0,185.41114211830612,10.0
198,1433.0,192.43987426200135,10.0
199,1434.0,33.91627719060094,10.0
200,1435.0,0.8520988106425094,0.0
201,1436.0,33.81591922543269,10.0
202,1437.0,440.0856412352336,10.0
203,1438.0,359.954298069569,10.0
204,1439.0,320.82877693594105,10.0
205,1440.0,322.9380249573463,10.0
206,1441.0,163.35805337377562,10.0
207,1442.0,0.8521383264172877,0.0
208,1443.0,284.7144860891528,10.0
209,1444.0,244.41852722289298,10.0
210,1445.0,194.95848192653384,10.0
211,1446.0,164.3307582132914,10.0
212,1447.0,186.1900747364763,10.0
213,1448.0,46.88940510897231,10.0
215,1449.0,196.90440142235403,10.0
216,1450.0,217.46856552260462,10.0
217,1451.0,172.913049654076,10.0
218,1452.0,166.82106061373227,10.0
219,1453.0,171.7486454277602,10.0
220,1454.0,47.76732116647761,10.0
221,1455.0,0.8520988106425094,0.0
222,1456.0,255.53684021459696,10.0
223,1457.0,247.9871226318881,10.0
224,1458.0,193.0392272643822,10.0
225,1459.0,175.4959935209511,10.0
226,1460.0,193.98519427390363,10.0
227,1461.0,212.98633884680638,10.0
228,1462.0,30.59257952911943,10.0
229,1463.0,0.8521382925341936,0.0
230,1464.0,44.9677252245998,10.0
231,1465.0,290.9396971486556,10.0
232,1466.0,175.3830095414704,10.0
233,1467.0,205.68438103424512,10.0
234,1468.0,47.73350780219356,10.0
236,1469.0,232.14344870670487,10.0
237,1470.0,242.24197140633643,10.0
238,1471.0,203.598525518377,10.0
239,1472.0,188.3375208886129,10.0
240,1473.0,187.76167465224864,10.0
241,1474.0,50.17951471313459,10.0
242,1475.0,32.1057588199998,10.0
243,1476.0,233.97066586568303,10.0
244,1477.0,242.69054927632385,10.0
245,1478.0,222.59535647706704,10.0
246,1479.0,193.46229788999327,10.0
247,1480.0,182.8218620433555,10.0
248,1481.0,51.94778932563329,10.0
249,1482.0,0.8520988106425094,0.0
250,1483.0,240.03931106249127,10.0
251,1484.0,223.272286253263,10.0
252,1485.0,185.39630342243888,10.0
253,1486.0,179.10915333240942,10.0
254,1487.0,193.8420561510492,10.0
255,1488.0,53.126464465334976,10.0
256,1489.0,30.986565484605133,10.0
257,1490.0,242.6119516861307,10.0
258,1491.0,232.04127831959877,10.0
259,1492.0,237.07760955563944,10.0
260,1493.0,152.31658036092298,10.0
261,1494.0,241.04396227589874,10.0
262,1495.0,73.43543315278973,10.0
263,1496.0,33.44365666947151,10.0
264,1497.0,257.1405809466967,10.0
265,1498.0,255.0237065042365,10.0
266,1499.0,233.58925893940793,10.0
267,1500.0,199.0543119247192,10.0
268,1501.0,181.85319329632412,10.0
269,1502.0,73.43543315278973,10.0
270,1503.0,0.8520988106425094,0.0
271,1504.0,257.88361228148835,10.0
272,1505.0,251.63233212499122,10.0
273,1506.0,233.1841218879609,10.0
274,1507.0,196.43927740119491,10.0
275,1508.0,198.43325029483782,10.0
276,1509.0,54.58492255796148,10.0
277,1510.0,32.103252301012276,10.0
278,1511.0,255.29156827830002,10.0
279,1512.0,232.16849127895858,10.0
280,1513.0,217.1598028467085,10.0
281,1514.0,171.22447333519983,10.0
282,1515.0,199.59956353972012,10.0
283,1516.0,55.97029973407109,10.0
284,1517.0,31.16387675068019,10.0
285,1518.0,253.031312156685,10.0
286,1519.0,296.3816130490091,10.0
287,1520.0,236.26215901789183,10.0
288,1521.0,182.0571981834079,10.0
289,1522.0,215.66489714327193,10.0
